,Geography,cases,deaths,Estimated % of Households Below poverty level,Total Households,Household has three or more generations
2866,49051.0,9063,76.0,4.3,7287,305
2867,49053.0,4972,104.0,8.9,46334,1786
2868,49055.0,218053,836.0,13.0,1059,15
2869,49057.0,11678,37.0,8.9,78748,3736
2870,50001.0,48614,482.0,6.7,14084,289
2871,50003.0,499,0.0,12.6,15470,347
2872,50005.0,79969,458.0,12.8,12553,263
2873,50007.0,6468,22.0,10.4,61827,1044
2874,50009.0,11264,75.0,12.4,2818,39
2875,50011.0,6269,31.0,10.5,18513,486
2876,50013.0,37403,188.0,6.5,2902,73
2877,50015.0,1381,3.0,11.0,10014,176
2878,50017.0,10864,69.0,9.3,11887,264
2879,50019.0,1223,6.0,14.0,11320,205
2880,50021.0,4160,19.0,11.8,25984,555
2881,50023.0,6953,38.0,9.9,25027,396
2882,50025.0,15270,80.0,13.4,19290,366
2883,50027.0,2392,5.0,10.7,24753,422
2884,51001.0,1006,5.0,16.0,13798,561
2885,51003.0,10135,65.0,6.9,38157,980
2886,51510.0,114,0.0,7.2,68082,1191
2887,51005.0,8110,111.0,16.7,6891,192
2888,51007.0,22599,188.0,11.8,4821,268
2889,51009.0,41081,201.0,10.8,12560,514
2890,51011.0,4001,104.0,13.0,6033,251
2891,51013.0,3173,60.0,6.2,98050,1442
2892,51015.0,8492,98.0,9.0,28516,995
2893,51017.0,4469,57.0,18.4,2162,42
2894,51019.0,59981,336.0,8.3,27465,814
2895,51021.0,22364,229.0,10.1,2566,82
2896,51023.0,1045,22.0,6.5,13126,417
2897,51520.0,19934,256.0,18.4,7879,227
2898,51025.0,2128,26.0,18.1,6366,355
2899,51027.0,8913,107.0,24.1,9968,331
2900,51029.0,5315,86.0,15.6,5965,300
2901,51530.0,3698,49.0,17.1,2603,97
2902,51031.0,5394,130.0,11.2,22441,835
2903,51033.0,4593,60.0,7.5,10456,698
2904,51035.0,2097,45.0,16.5,12831,347
2905,51036.0,15502,229.0,14.0,2955,200
2906,51037.0,8352,90.0,25.0,5109,212
2907,51540.0,8274,154.0,20.8,17778,389
2908,51550.0,1453,31.0,6.9,79574,4427
2909,51041.0,3016,46.0,5.9,115680,5119
2910,51043.0,11642,82.0,7.0,5509,191
2911,51570.0,58432,530.0,10.9,7275,278
2912,51580.0,89869,808.0,12.2,2632,84
2913,51045.0,3147,53.0,10.8,2183,58
2914,51047.0,5858,106.0,7.7,16231,846
2915,51049.0,1670,30.0,13.4,3980,212
2916,51590.0,1252,23.0,23.2,18831,791
2917,51051.0,13126,162.0,27.7,6590,194
2918,51053.0,1632,28.0,10.7,10504,641
2919,51595.0,13310,287.0,22.7,2316,117
2920,51057.0,3993,54.0,15.8,4517,230
2921,51059.0,6659,100.0,5.4,391627,15131
2922,51600.0,1504,55.0,10.1,8347,291
2923,51610.0,2551,36.0,2.1,5101,82
2924,51061.0,232489,1564.0,5.6,23658,1121
2925,51063.0,2375,45.0,11.9,6415,123
2926,51065.0,3076,18.0,5.1,9449,377
2927,51067.0,15130,156.0,13.7,22780,754
2928,51620.0,3012,50.0,14.3,3530,188
2929,51069.0,6299,50.0,5.1,28864,1263
2930,51630.0,12932,206.0,13.8,9505,253
2931,51640.0,2532,53.0,22.5,2922,92
2932,51071.0,24156,262.0,9.4,7215,247
2933,51073.0,6517,42.0,7.3,14293,580
2934,51075.0,3166,79.0,5.9,7998,287
2935,51077.0,4854,52.0,16.1,6846,166
2936,51079.0,8538,109.0,7.4,6780,334
2937,51081.0,4980,57.0,15.2,3566,206
2938,51083.0,4870,83.0,18.3,15085,647
2939,51650.0,4668,63.0,14.1,55031,2571
2940,51085.0,3582,42.0,5.0,36589,1342
2941,51660.0,8633,173.0,20.4,15988,384
2942,51087.0,34248,348.0,8.9,124601,4567
2943,51089.0,25814,314.0,16.8,23151,985
2944,51091.0,14203,161.0,6.9,1081,13
2945,51670.0,80788,1003.0,23.3,9129,519
2946,51093.0,14797,284.0,8.2,13718,610
2947,51095.0,450,6.0,7.3,26860,804
2948,51099.0,7089,119.0,6.6,8376,430
2949,51101.0,8360,122.0,5.1,5979,294
2950,51097.0,18896,130.0,8.3,2882,140
2951,51103.0,6195,46.0,12.7,5265,133
2952,51105.0,4340,48.0,24.8,10159,332
2953,51678.0,1324,13.0,18.7,2237,31
2954,51107.0,2118,37.0,3.3,104583,4342
2955,51109.0,7324,98.0,12.8,12944,602
2956,51111.0,2474,34.0,16.9,4957,219
2957,51680.0,87345,413.0,15.7,28476,897
2958,51113.0,8141,91.0,7.5,5083,209
2959,51685.0,3008,42.0,2.2,4507,334
2960,51683.0,22261,287.0,7.1,12527,729
2961,51690.0,2838,43.0,26.1,6084,311
2962,51115.0,4458,28.0,6.9,3858,109
2963,51117.0,10791,73.0,16.1,13495,553
2964,51119.0,3978,129.0,11.1,4708,151
2965,51121.0,1768,27.0,19.1,35767,694
2966,51125.0,7059,135.0,13.7,6396,228
2967,51127.0,2212,50.0,6.0,6813,302
2968,51700.0,22708,164.0,14.5,70664,2987
2969,51710.0,3020,38.0,16.2,86485,4086
2970,51131.0,5350,40.0,16.3,5323,204
2971,51133.0,44158,424.0,13.0,5540,204
2972,51720.0,49331,499.0,35.1,1750,61
2973,51135.0,2642,70.0,17.3,5706,294
2974,51137.0,2475,43.0,10.2,12895,590
2975,51139.0,1602,22.0,12.6,9746,425
2976,51141.0,5111,96.0,15.2,8081,193
2977,51730.0,8271,98.0,21.0,13634,881
2978,51143.0,6311,126.0,16.3,26183,989
2979,51735.0,4419,98.0,5.8,4525,170
2980,51740.0,9218,143.0,14.7,37324,2248
2981,51145.0,16819,220.0,5.7,9494,372
2982,51147.0,2704,31.0,22.8,7916,328
2983,51149.0,24139,349.0,8.2,11451,581
2984,51153.0,5940,67.0,5.6,130785,7955
2985,51155.0,6057,77.0,13.6,14821,522
2986,51750.0,10583,82.0,32.4,5990,81
2987,51157.0,115715,775.0,7.1,3072,112
2988,51159.0,8846,143.0,13.1,3159,139
2989,51760.0,5845,54.0,18.3,87151,3292
2990,51161.0,1233,11.0,6.8,37608,1123
2991,51770.0,2767,26.0,19.6,42712,1540
2992,51163.0,55997,535.0,9.8,9555,297
2993,51165.0,25496,298.0,8.8,29177,999
2994,51167.0,25557,393.0,20.0,11943,417
2995,51775.0,4611,89.0,10.1,10045,293
2996,51169.0,17538,252.0,17.9,9775,285
2997,51171.0,8244,123.0,12.5,17076,573
2998,51173.0,6646,102.0,18.4,13319,482
2999,51175.0,6790,119.0,10.1,6719,363
3000,51177.0,12479,243.0,6.2,41942,2481
3001,51179.0,10753,183.0,4.7,41769,2387
3002,51790.0,4079,97.0,12.3,10480,297
3003,51800.0,32565,311.0,9.1,30868,1824
3004,51181.0,37896,185.0,13.2,2826,186
3005,51183.0,7075,126.0,13.1,3994,205
3006,51185.0,22231,321.0,18.0,18449,617
3007,51810.0,1263,20.0,6.9,165089,7522
3008,51187.0,2663,43.0,9.4,14085,685
3009,51191.0,12627,196.0,13.6,22843,711
3010,51820.0,105448,890.0,13.9,8903,310
3011,51193.0,10262,163.0,15.8,7310,365
3012,51830.0,16471,225.0,10.1,4571,96
3013,51840.0,6790,74.0,12.3,10607,353
3014,51195.0,3783,56.0,22.1,15968,577
3015,51197.0,2063,23.0,14.5,12472,345
3016,51199.0,7395,88.0,5.3,24006,875
3017,53001.0,12828,208.0,18.6,5720,349
3018,53003.0,8852,157.0,12.6,9236,247
3019,53005.0,12199,117.0,9.3,65304,2326
3020,53007.0,5477,40.0,9.6,27827,945
3021,53009.0,5090,74.0,12.7,31329,721
3022,53011.0,59033,505.0,8.3,158099,5716
3023,53013.0,22988,182.0,10.1,1762,40
3024,53015.0,14571,167.0,13.0,40244,1383
3025,53017.0,104547,909.0,10.0,13894,568
3026,53019.0,692,16.0,19.1,3190,75
3027,53021.0,25863,376.0,13.1,23245,1314
3028,53023.0,12696,79.0,7.4,989,19
3029,53025.0,1643,30.0,13.3,30041,1394
3030,53027.0,35671,218.0,14.4,28579,1025
3031,53029.0,453,7.0,8.1,32746,726
3032,53031.0,30869,264.0,13.6,14049,218
3033,53033.0,19112,217.0,8.1,789232,21607
3034,53035.0,12498,95.0,8.3,97220,2981
3035,53037.0,4172,31.0,16.9,16595,237
3036,53039.0,509770,3141.0,12.5,8327,215
3037,53041.0,48330,388.0,13.2,29743,1053
3038,53043.0,9812,82.0,9.7,4422,91
3039,53045.0,4095,52.0,11.0,23832,805
3040,53047.0,19784,278.0,17.0,16519,538
3041,53049.0,2505,29.0,14.2,9499,227
3042,53051.0,14558,159.0,9.9,5479,157
3043,53053.0,9779,133.0,9.0,299918,11532
3044,53055.0,4400,67.0,11.3,7613,78
3045,53057.0,2755,39.0,9.5,45557,1532
3046,53059.0,226937,1506.0,10.3,4522,142
3047,53061.0,1801,2.0,7.0,268325,9131
3048,53063.0,26274,225.0,13.0,187167,4898
3049,53065.0,1707,15.0,13.7,17316,521
3050,53067.0,189364,1280.0,9.3,100650,2940
3051,53069.0,142697,1514.0,12.1,1737,42
3052,53071.0,9226,157.0,12.8,21719,660
3053,53073.0,58357,465.0,14.4,80370,1865
3054,53075.0,601,9.0,27.5,17468,155
3055,53077.0,18456,166.0,14.6,80592,4810
3056,54001.0,46139,327.0,19.8,6548,215
3057,54003.0,9681,97.0,10.6,39855,1715
3058,54005.0,81691,832.0,19.8,9928,420
3059,54007.0,5628,77.0,20.2,6000,180
3060,54009.0,41386,320.0,12.0,10020,304
3061,54011.0,7971,88.0,22.8,41223,1250
3062,54013.0,4704,48.0,23.1,3268,107
3063,54015.0,5797,106.0,26.1,3728,151
3064,54017.0,31973,405.0,8.7,3099,103
3065,54019.0,2147,15.0,21.4,18813,718
3066,54021.0,2599,48.0,15.1,2753,80
3067,54023.0,2375,18.0,12.1,4941,143
3068,54025.0,15480,213.0,17.2,15443,382
3069,54027.0,2405,21.0,12.6,9595,332
3070,54029.0,4374,58.0,13.7,13297,370
3071,54031.0,11636,171.0,13.7,5818,157
3072,54033.0,6752,74.0,14.6,28533,1010
3073,54035.0,7771,147.0,18.5,11931,324
3074,54037.0,5182,50.0,10.2,19931,887
3075,54039.0,23901,265.0,16.8,84201,2690
3076,54041.0,8086,141.0,16.9,6863,214
3077,54043.0,16716,137.0,19.6,8783,335
3078,54045.0,55122,788.0,25.3,14907,749
3079,54049.0,6528,91.0,13.7,23786,680
3080,54051.0,6639,86.0,15.9,13869,418
3081,54053.0,11777,193.0,13.9,11149,371
3082,54047.0,18279,189.0,32.3,9176,451
3083,54055.0,10579,163.0,18.8,26603,876
3084,54057.0,8166,102.0,14.6,11550,355
3085,54059.0,6826,80.0,28.6,11125,437
3086,54061.0,21083,277.0,18.6,39777,748
3087,54063.0,9348,163.0,12.8,5655,146
3088,54065.0,9066,127.0,6.6,7303,248
3089,54067.0,29189,200.0,18.8,10938,357
3090,54069.0,5183,49.0,16.8,18914,502
3091,54071.0,4754,71.0,15.4,3285,77
3092,54073.0,8773,103.0,9.9,2861,95
3093,54075.0,12993,189.0,17.9,3758,112
3094,54077.0,2189,22.0,15.7,12895,384
3095,54079.0,2317,38.0,10.1,21981,672
3096,54081.0,2337,32.0,20.5,31831,1073
3097,54083.0,10290,141.0,18.2,11695,297
3098,54085.0,19535,199.0,14.4,4367,127
3099,54087.0,27728,375.0,19.9,6195,206
3100,54089.0,11116,94.0,17.7,5572,158
3101,54091.0,2825,31.0,15.4,6778,199
3102,54093.0,4013,42.0,10.6,3057,59
3103,54095.0,3394,59.0,14.5,3858,95
3104,54097.0,5326,75.0,21.7,9619,267
3105,54099.0,2225,38.0,22.3,17347,609
3106,54101.0,2506,33.0,27.4,3792,140
3107,54103.0,8331,100.0,16.2,6968,165
3108,54105.0,11070,135.0,23.7,2391,72
3109,54107.0,2652,37.0,16.1,36571,1013
3110,54109.0,5124,90.0,20.8,9687,389
3111,55001.0,1648,25.0,10.7,8666,226
3112,55003.0,26121,358.0,16.3,6736,123
3113,55005.0,8506,125.0,11.5,19173,371
3114,55007.0,5348,65.0,11.4,6686,101
3115,55009.0,3846,41.0,10.0,98383,1892
3116,55011.0,15072,147.0,9.1,5708,83
3117,55013.0,4028,42.0,12.6,6807,143
3118,55015.0,95674,584.0,5.8,18575,270
3119,55017.0,3940,12.0,9.7,24410,429
3120,55019.0,4637,45.0,10.5,12679,202
3121,55021.0,15885,126.0,6.7,22735,468
3122,55023.0,20591,200.0,13.6,6812,128
3123,55025.0,8422,125.0,10.3,203750,3035
3124,55027.0,18066,136.0,7.9,33840,652
3125,55029.0,5014,31.0,8.7,12548,112
3126,55031.0,162569,564.0,12.5,18555,320
3127,55033.0,29868,347.0,12.6,16373,261
3128,55035.0,8037,78.0,12.6,39493,626
3129,55037.0,13355,83.0,13.0,1987,32
3130,55039.0,14714,77.0,8.3,40697,690
3131,55041.0,34316,196.0,15.3,3836,82
3132,55043.0,1236,17.0,13.8,19396,270
3133,55045.0,35911,293.0,9.1,14866,305
3134,55047.0,3097,52.0,10.5,7919,147
3135,55049.0,14439,154.0,9.2,9547,172
3136,55051.0,10631,57.0,13.0,2822,29
3137,55053.0,5844,65.0,11.6,7843,206
3138,55055.0,6297,31.0,9.3,32117,706
3139,55057.0,1637,49.0,12.0,10527,266
3140,55059.0,6447,43.0,11.3,62650,2125
3141,55061.0,24570,249.0,7.9,8239,121
3142,55063.0,8746,71.0,11.5,46137,752
3143,55065.0,51192,666.0,11.2,6609,107
3144,55067.0,6394,61.0,13.0,8587,157
3145,55069.0,40485,196.0,10.3,12094,196
3146,55071.0,4097,29.0,9.2,34013,559
3147,55073.0,6037,97.0,8.5,53176,1042
3148,55075.0,8192,153.0,11.6,17974,297
3149,55077.0,23012,196.0,9.3,6571,138
3150,55078.0,45268,518.0,24.1,1318,144
3151,55079.0,13151,135.0,17.2,383591,13963
3152,55081.0,4343,63.0,9.2,17376,408
3153,55083.0,2147,15.0,8.9,15415,286
3154,55085.0,312994,2358.0,8.8,16003,245
3155,55087.0,13678,102.0,7.2,69648,1187
3156,55089.0,12521,125.0,5.6,34228,515
3157,55091.0,9913,142.0,9.7,3051,48
3158,55093.0,60463,422.0,7.4,15002,269
3159,55095.0,25791,193.0,10.1,18004,401
3160,55097.0,2186,18.0,12.1,27814,399
3161,55099.0,12735,75.0,13.9,6329,76
3162,55101.0,13946,124.0,11.6,75651,2435
3163,55103.0,20896,165.0,13.6,7349,137
3164,55105.0,3728,35.0,11.5,62905,1916
3165,55107.0,64959,711.0,11.4,6232,128
3166,55111.0,4582,52.0,8.6,25192,512
3167,55113.0,50307,410.0,14.8,7038,195
3168,55115.0,3881,59.0,9.9,17019,368
3169,55117.0,19144,143.0,7.1,46390,877
3170,55109.0,5430,63.0,6.0,31799,569
3171,55119.0,13098,156.0,11.4,8388,103
3172,55121.0,36663,341.0,7.5,11524,167
3173,55123.0,28467,155.0,14.5,11616,183
3174,55125.0,5372,73.0,10.9,9658,205
3175,55127.0,9331,67.0,10.7,39699,1030
3176,55129.0,7013,106.0,12.2,6916,108
3177,55131.0,6004,96.0,5.8,51605,952
3178,55133.0,30367,292.0,5.2,152663,2820
3179,55135.0,4627,47.0,9.4,21387,366
3180,55137.0,43288,349.0,10.8,9949,220
3181,55139.0,129386,1142.0,10.4,67875,1091
3182,55141.0,15170,257.0,9.7,31598,504
3183,56001.0,7129,88.0,22.3,15691,199
3184,56003.0,58973,400.0,9.1,4561,124
3185,56005.0,24660,245.0,12.6,17172,448
3186,56007.0,11014,51.0,12.8,6388,119
3187,56009.0,2905,64.0,8.0,5673,124
3188,56011.0,13258,151.0,10.0,2921,56
3189,56013.0,4865,54.0,12.7,15455,673
3190,56015.0,3460,56.0,10.0,5311,103
3191,56017.0,1491,29.0,13.2,2185,30
3192,56019.0,15787,198.0,17.1,3782,58
3193,56021.0,4370,57.0,8.9,37576,1011
3194,56023.0,1338,18.0,7.2,6861,159
3195,56025.0,2145,20.0,10.5,30616,829
3196,56027.0,29832,304.0,24.1,1069,9
3197,56029.0,4654,32.0,6.8,11885,170
3198,56031.0,24431,284.0,8.7,3838,63
3199,56033.0,750,10.0,10.2,12360,214
3200,56035.0,7370,149.0,5.9,3906,72
3201,56037.0,2131,43.0,11.5,16475,522
3202,56039.0,9164,82.0,5.3,8973,95
3203,56041.0,2166,28.0,9.4,7668,207
3204,56043.0,12098,130.0,10.2,3492,73
3205,56045.0,11549,16.0,14.9,3021,52
